tipo_operacion,importe,hora,dia_semana,pais_destino,antiguedad_cliente,num_transacciones_24h,importe_promedio_historico,ratio_importe_vs_historico,canal,es_fraude
transferencia,174.41,18,0,domestic,18,0,157.27,1.109,cajero,0
pago_online,51.75,23,3,domestic,25,2,113.65,0.4553,app_movil,0
transferencia,82.34,11,3,domestic,22,2,53.46,1.5402,app_movil,0
transferencia,16.81,18,4,Africa,113,3,23.29,0.7219,web,0
transferencia,181.17,21,3,LATAM,22,0,222.94,0.8127,web,0
pago_online,19.17,20,4,domestic,49,1,20.88,0.9183,app_movil,0
pago_online,88.7,7,2,domestic,97,1,143.25,0.6192,web,0
compra_pos,85.84,14,2,domestic,19,1,107.94,0.7952,app_movil,0
transferencia_internacional,44.11,10,2,US,34,3,50.63,0.8711,app_movil,0
pago_online,153.19,18,1,domestic,89,1,135.66,1.1292,app_movil,0
pago_online,29.31,8,3,domestic,86,3,29.36,0.9985,app_movil,0
compra_pos,24.52,17,4,EU,78,2,53.31,0.46,app_movil,0
transferencia,35.58,16,1,domestic,32,1,42.84,0.8305,web,0
retiro_cajero,27.5,19,3,domestic,50,0,58.25,0.4721,sucursal,0
compra_pos,133.6,12,3,EU,43,3,128.9,1.0365,app_movil,0
pago_online,77.22,6,3,domestic,55,3,99.89,0.7731,app_movil,0
transferencia,124.84,17,1,domestic,39,3,160.51,0.7778,web,0
transferencia,355.88,18,3,US,28,1,300.75,1.1833,app_movil,0
transferencia,42.66,17,4,domestic,58,1,38.31,1.1135,web,0
pago_online,55.46,12,3,domestic,50,0,59.01,0.9398,sucursal,0
pago_online,162.02,18,4,domestic,17,2,121.6,1.3324,web,0
compra_pos,73.71,12,5,LATAM,54,3,62.84,1.173,app_movil,0
compra_pos,73.43,13,0,domestic,51,2,107.29,0.6844,web,0
transferencia,283.42,10,0,domestic,59,2,304.19,0.9317,app_movil,0
transferencia,84.41,11,2,domestic,58,2,128.92,0.6547,app_movil,0
transferencia,384.58,16,4,domestic,61,1,409.3,0.9396,web,0
retiro_cajero,71.84,8,0,domestic,63,0,80.83,0.8887,app_movil,0
pago_online,71.01,10,0,domestic,126,4,100.34,0.7077,cajero,0
transferencia,36.01,9,4,EU,79,0,68.0,0.5296,app_movil,0
compra_pos,124.06,8,6,domestic,45,1,93.85,1.3219,app_movil,0
compra_pos,184.32,12,2,domestic,71,2,247.12,0.7459,app_movil,0
pago_online,18.34,20,1,domestic,55,1,30.05,0.6104,cajero,0
pago_online,272.36,13,6,domestic,97,3,192.0,1.4186,app_movil,0
transferencia,200.33,14,4,domestic,48,2,225.05,0.8902,web,0
compra_pos,166.49,3,4,domestic,35,3,132.96,1.2522,web,0
retiro_cajero,209.71,17,4,domestic,24,0,201.22,1.0422,app_movil,0
transferencia,67.55,17,5,LATAM,42,2,58.09,1.1628,web,0
compra_pos,51.37,16,3,US,9,4,46.11,1.114,sucursal,0
pago_online,38.22,11,2,Africa,53,2,35.29,1.0831,app_movil,0
transferencia,1221.02,12,2,US,44,0,839.5,1.4545,app_movil,0
compra_pos,302.16,4,2,domestic,28,2,288.07,1.0489,app_movil,0
compra_pos,36.69,21,6,US,56,2,74.75,0.4909,web,0
compra_pos,1152.72,14,4,domestic,75,2,895.29,1.2875,app_movil,0
compra_pos,37.74,13,0,Africa,77,0,42.63,0.8852,app_movil,0
pago_online,110.14,21,1,domestic,55,1,174.8,0.6301,sucursal,0
transferencia,234.73,12,3,domestic,66,0,189.78,1.2369,app_movil,0
pago_online,42.13,17,1,domestic,53,1,56.31,0.7482,sucursal,0
compra_pos,58.99,12,2,domestic,77,3,62.35,0.9462,app_movil,0
pago_online,92.39,3,6,domestic,22,1,80.61,1.1462,sucursal,0
retiro_cajero,172.43,14,1,domestic,116,0,189.3,0.9109,cajero,0
transferencia,46.41,14,3,domestic,44,2,48.7,0.953,web,0
compra_pos,53.62,10,2,domestic,27,1,67.05,0.7997,cajero,0
pago_online,35.74,14,6,domestic,28,2,50.69,0.7052,app_movil,0
transferencia,209.09,19,0,domestic,18,0,238.57,0.8764,cajero,0
retiro_cajero,32.13,11,1,EU,66,0,21.95,1.4638,app_movil,0
retiro_cajero,134.46,12,3,domestic,73,1,117.1,1.1482,app_movil,0
compra_pos,161.71,15,3,US,34,2,112.41,1.4386,app_movil,0
pago_online,60.09,10,4,domestic,60,2,32.9,1.8265,web,0
compra_pos,173.9,19,6,domestic,48,1,110.3,1.5766,sucursal,0
transferencia,41.47,12,5,domestic,115,0,39.9,1.0394,web,0
pago_online,91.76,10,3,Asia,59,2,81.23,1.1296,app_movil,0
compra_pos,172.51,19,2,domestic,92,1,153.94,1.1207,app_movil,0
transferencia_internacional,199.67,5,6,EU,12,9,133.11,1.5,sucursal,1
transferencia,599.45,11,2,domestic,36,2,819.16,0.7318,cajero,0
transferencia,115.46,12,6,domestic,78,0,91.2,1.266,app_movil,0
transferencia_internacional,36.69,19,0,domestic,41,1,105.2,0.3487,sucursal,0
compra_pos,99.76,9,1,EU,167,1,97.64,1.0217,web,0
pago_online,71.28,18,4,domestic,20,1,98.32,0.725,app_movil,0
pago_online,297.15,16,2,EU,93,1,303.42,0.9793,web,0
compra_pos,44.55,11,2,domestic,58,2,32.06,1.3897,web,0
compra_pos,263.8,10,5,domestic,47,0,194.41,1.3569,cajero,0
pago_online,76.94,17,2,US,31,0,70.5,1.0913,app_movil,0
compra_pos,150.81,5,6,domestic,63,2,256.48,0.588,cajero,0
retiro_cajero,61.24,23,4,domestic,82,2,120.19,0.5095,app_movil,0
retiro_cajero,57.69,8,4,domestic,53,3,49.12,1.1745,web,0
retiro_cajero,196.82,21,5,domestic,90,1,103.81,1.896,app_movil,0
transferencia,73.41,10,4,domestic,54,2,84.42,0.8696,sucursal,0
pago_online,82.49,10,2,domestic,58,2,95.45,0.8642,sucursal,0
pago_online,47.52,23,6,domestic,35,0,67.26,0.7065,app_movil,0
transferencia,269.35,8,0,domestic,80,1,242.72,1.1097,app_movil,0
pago_online,80.46,11,1,domestic,64,0,70.28,1.1449,cajero,0
compra_pos,287.82,7,0,domestic,111,1,360.97,0.7973,sucursal,0
transferencia,38.79,21,6,Asia,110,1,45.92,0.8447,web,0
pago_online,52.57,15,3,domestic,54,3,38.24,1.3747,app_movil,0
pago_online,98.7,15,5,domestic,52,2,134.44,0.7342,cajero,0
transferencia,223.91,18,0,domestic,58,4,195.32,1.1464,cajero,0
compra_pos,171.8,13,2,domestic,80,0,122.58,1.4015,app_movil,0
compra_pos,108.33,19,3,US,63,3,106.82,1.0142,sucursal,0
retiro_cajero,379.6,16,6,domestic,64,1,277.74,1.3668,app_movil,0
transferencia,26.75,19,0,domestic,24,1,48.7,0.5492,sucursal,0
transferencia,80.87,22,4,LATAM,8,2,66.7,1.2124,sucursal,0
transferencia,145.17,23,3,EU,56,1,234.85,0.6181,web,0
retiro_cajero,43.24,12,5,domestic,40,3,44.58,0.9698,web,0
compra_pos,70.6,7,1,EU,124,3,90.31,0.7818,cajero,0
transferencia,106.88,22,1,domestic,33,2,107.65,0.9929,sucursal,0
pago_online,37.59,12,5,domestic,77,0,27.83,1.3506,sucursal,0
retiro_cajero,142.94,14,4,domestic,101,1,141.95,1.007,web,0
pago_online,152.85,9,6,domestic,11,0,179.25,0.8527,app_movil,0
transferencia_internacional,111.18,21,0,LATAM,56,2,102.82,1.0813,app_movil,0
transferencia,21.67,16,2,LATAM,58,2,56.9,0.3809,cajero,0
transferencia_internacional,94.82,9,2,US,101,0,110.24,0.8602,sucursal,0
pago_online,66.78,11,3,EU,66,2,73.72,0.9058,app_movil,0
pago_online,132.53,13,4,domestic,90,2,145.07,0.9136,web,0
pago_online,529.26,18,4,domestic,17,1,416.57,1.2705,sucursal,0
transferencia_internacional,135.31,9,3,domestic,24,4,131.16,1.0316,cajero,0
transferencia_internacional,262.16,20,1,domestic,136,1,244.01,1.0744,app_movil,0
transferencia,100.64,22,4,domestic,175,2,66.39,1.5158,web,0
retiro_cajero,104.08,21,3,domestic,81,3,114.44,0.9094,app_movil,0
transferencia_internacional,178.61,22,5,domestic,31,0,300.31,0.5948,cajero,0
retiro_cajero,25.13,15,4,LATAM,58,2,31.84,0.7892,cajero,0
transferencia_internacional,12.91,21,5,US,14,3,16.59,0.7782,sucursal,0
transferencia,67.29,20,3,domestic,50,3,50.59,1.33,app_movil,0
retiro_cajero,309.85,7,3,domestic,66,1,213.26,1.4529,web,0
retiro_cajero,46.98,11,6,domestic,45,0,41.66,1.1277,web,0
transferencia,43.76,16,1,domestic,14,0,40.53,1.0797,cajero,0
retiro_cajero,154.28,17,4,domestic,82,1,204.44,0.7546,cajero,0
retiro_cajero,54.94,9,6,domestic,41,2,46.7,1.1764,sucursal,0
transferencia,329.98,19,6,domestic,41,1,204.85,1.6108,app_movil,0
transferencia,102.0,15,0,EU,46,3,69.72,1.463,app_movil,0
transferencia,45.45,11,4,LATAM,22,2,41.54,1.0942,app_movil,0
compra_pos,73.01,14,6,domestic,5,3,54.81,1.332,cajero,0
retiro_cajero,167.85,21,4,domestic,37,0,161.37,1.0402,app_movil,0
transferencia,51.55,23,4,Africa,98,0,56.59,0.911,sucursal,0
transferencia,138.68,11,1,domestic,38,1,115.63,1.1993,app_movil,0
transferencia,70.62,15,1,domestic,69,2,49.9,1.4152,app_movil,0
pago_online,27.05,13,4,domestic,51,2,30.15,0.8972,cajero,0
retiro_cajero,295.47,18,5,US,44,1,310.77,0.9508,app_movil,0
transferencia_internacional,63.16,12,2,LATAM,36,2,82.27,0.7677,app_movil,0
pago_online,270.53,9,6,domestic,23,1,408.95,0.6615,web,0
transferencia,39.81,20,1,domestic,39,1,48.16,0.8267,app_movil,0
compra_pos,56.04,11,0,domestic,50,4,112.44,0.4984,sucursal,0
pago_online,58.99,11,0,domestic,43,2,57.32,1.0291,sucursal,0
pago_online,80.4,16,3,EU,44,0,74.01,1.0863,web,0
pago_online,129.6,16,5,domestic,47,2,104.22,1.2435,web,0
pago_online,296.27,19,3,domestic,125,1,174.47,1.6981,sucursal,0
pago_online,147.33,14,3,US,65,1,140.89,1.0457,app_movil,0
pago_online,67.91,7,4,domestic,118,0,97.8,0.6944,app_movil,0
pago_online,133.89,12,2,domestic,68,0,133.38,1.0038,web,0
transferencia,21.95,14,6,Asia,87,1,16.55,1.3264,app_movil,0
transferencia_internacional,97.8,17,0,domestic,37,1,71.66,1.3648,app_movil,0
transferencia,183.57,18,1,domestic,29,3,162.05,1.1328,web,0
transferencia,80.69,16,5,domestic,50,1,60.54,1.3328,web,0
pago_online,150.18,3,5,Asia,8,3,13.01,11.5435,app_movil,1
pago_online,71.6,8,3,domestic,28,0,85.71,0.8354,app_movil,0
retiro_cajero,29.36,17,2,domestic,140,0,32.77,0.8959,cajero,0
transferencia_internacional,47.75,9,3,domestic,67,1,46.9,1.0181,web,0
transferencia,29.43,10,1,domestic,35,0,21.95,1.3406,app_movil,0
retiro_cajero,36.96,22,2,domestic,105,0,69.3,0.5334,web,0
retiro_cajero,22.58,0,5,domestic,59,3,24.82,0.9096,app_movil,0
transferencia,139.86,8,0,domestic,79,2,127.98,1.0928,app_movil,0
pago_online,285.26,19,4,US,25,1,179.55,1.5888,app_movil,0
retiro_cajero,50.02,18,4,domestic,39,2,67.7,0.7389,app_movil,0
retiro_cajero,11.68,17,0,domestic,94,2,17.17,0.6805,sucursal,0
transferencia,196.64,17,1,EU,45,1,163.33,1.2039,web,0
compra_pos,271.72,19,1,domestic,55,3,311.61,0.872,sucursal,0
compra_pos,68.52,9,2,domestic,62,2,61.36,1.1167,web,0
compra_pos,295.21,10,3,US,50,6,290.85,1.015,web,0
pago_online,206.43,11,5,domestic,89,2,238.56,0.8653,web,0
retiro_cajero,102.21,9,5,domestic,16,2,101.93,1.0027,web,0
pago_online,102.86,10,0,domestic,48,1,145.96,0.7047,app_movil,0
retiro_cajero,49.44,16,5,Africa,115,1,76.28,0.6482,web,0
transferencia,78.26,20,1,domestic,56,2,146.44,0.5344,app_movil,0
retiro_cajero,18.29,18,2,domestic,3,2,13.76,1.3293,app_movil,0
compra_pos,115.35,19,2,domestic,85,2,98.61,1.1698,app_movil,0
transferencia_internacional,372.4,10,3,Africa,5,2,105.02,3.5459,web,1
transferencia_internacional,142.93,6,5,EU,46,2,126.92,1.1261,app_movil,0
compra_pos,36.03,15,0,EU,71,2,94.71,0.3804,app_movil,0
compra_pos,83.89,2,4,US,12,3,97.83,0.8576,web,0
transferencia,67.16,11,2,domestic,37,0,130.75,0.5137,app_movil,0
retiro_cajero,136.41,22,1,US,16,0,152.29,0.8957,cajero,0
transferencia,149.4,16,0,domestic,8,2,196.01,0.7622,app_movil,0
compra_pos,240.55,6,0,LATAM,55,1,245.37,0.9804,app_movil,0
transferencia_internacional,103.63,11,6,domestic,31,1,95.4,1.0863,web,0
pago_online,42.78,10,0,domestic,64,2,90.93,0.4705,app_movil,0
pago_online,126.27,13,3,EU,105,1,128.24,0.9846,web,0
pago_online,89.04,8,4,domestic,51,0,93.15,0.9559,sucursal,0
pago_online,66.94,15,6,domestic,17,1,66.18,1.0115,web,0
pago_online,137.11,16,4,domestic,21,1,120.53,1.1375,web,0
compra_pos,88.0,20,0,domestic,96,3,83.84,1.0496,web,0
transferencia,73.74,18,3,domestic,54,0,101.84,0.7241,app_movil,0
retiro_cajero,89.6,7,3,domestic,24,1,85.32,1.0502,app_movil,0
pago_online,49.59,20,1,domestic,45,2,68.53,0.7237,app_movil,0
transferencia,345.86,7,0,domestic,19,1,404.92,0.8541,app_movil,0
transferencia,72.75,20,0,domestic,27,1,55.63,1.3078,web,0
retiro_cajero,47.01,11,4,domestic,64,2,49.4,0.9516,web,0
compra_pos,77.7,10,0,domestic,53,0,106.2,0.7316,web,0
retiro_cajero,8.99,11,6,domestic,71,0,15.58,0.5772,web,0
compra_pos,88.72,6,4,domestic,31,5,171.2,0.5182,app_movil,0
pago_online,40.88,11,3,EU,35,2,37.28,1.0967,web,0
pago_online,33.26,1,0,domestic,31,3,37.39,0.8897,app_movil,0
compra_pos,16.36,13,2,domestic,38,1,30.35,0.539,app_movil,0
compra_pos,125.47,18,3,domestic,133,1,102.17,1.228,app_movil,0
compra_pos,24.46,14,0,domestic,110,1,26.07,0.9383,web,0
transferencia,33.38,9,6,domestic,89,2,52.41,0.637,web,0
retiro_cajero,82.89,16,6,domestic,44,2,71.31,1.1623,web,0
pago_online,386.27,8,3,Africa,152,1,659.9,0.5853,web,0
compra_pos,47.66,6,3,domestic,12,1,40.75,1.1695,app_movil,0
retiro_cajero,108.99,14,5,domestic,14,0,87.6,1.2441,sucursal,0
retiro_cajero,49.78,18,0,domestic,94,2,42.77,1.164,sucursal,0
retiro_cajero,25.48,18,2,domestic,72,1,24.08,1.0579,app_movil,0
pago_online,61.39,10,1,domestic,104,1,47.76,1.2853,app_movil,0
retiro_cajero,533.37,15,3,domestic,35,1,401.51,1.3284,sucursal,0
pago_online,85.92,15,4,domestic,61,3,62.76,1.3691,app_movil,0
pago_online,42.37,18,3,LATAM,57,2,40.14,1.0555,app_movil,0
transferencia,187.06,10,1,EU,37,3,273.44,0.6841,app_movil,0
retiro_cajero,266.42,22,3,domestic,49,2,176.11,1.5128,cajero,0
transferencia,156.91,19,0,Asia,66,0,236.27,0.6641,web,0
transferencia,10.71,15,2,domestic,58,3,13.38,0.8001,cajero,0
transferencia_internacional,16.32,16,3,domestic,6,2,19.91,0.8196,web,0
retiro_cajero,136.35,9,0,domestic,33,6,155.57,0.8764,app_movil,0
pago_online,61.22,10,4,domestic,60,1,127.6,0.4798,app_movil,0
retiro_cajero,46.91,17,0,domestic,23,0,61.48,0.763,cajero,0
retiro_cajero,16.19,13,5,Africa,40,2,19.43,0.8331,web,0
transferencia_internacional,34.23,22,6,domestic,74,1,32.97,1.0383,app_movil,0
retiro_cajero,302.4,17,4,domestic,14,1,327.93,0.9221,web,0
pago_online,106.21,12,4,domestic,37,1,113.26,0.9378,web,0
transferencia,54.94,8,0,domestic,72,0,62.2,0.8833,sucursal,0
pago_online,77.75,12,2,domestic,33,0,87.37,0.8899,web,0
transferencia,106.09,10,1,EU,17,0,145.1,0.7311,sucursal,0
compra_pos,48.51,11,0,domestic,75,4,36.07,1.3449,sucursal,0
transferencia,58.16,6,0,domestic,81,0,87.37,0.6657,cajero,0
transferencia,66.91,20,1,domestic,52,0,160.72,0.4163,web,0
retiro_cajero,91.57,13,6,domestic,31,1,104.31,0.8779,web,0
transferencia,149.62,8,4,domestic,110,6,162.49,0.9208,sucursal,0
transferencia_internacional,33.63,19,2,domestic,39,3,35.49,0.9475,sucursal,0
transferencia,321.69,10,1,domestic,76,1,560.25,0.5742,sucursal,0
pago_online,228.25,18,0,domestic,78,3,179.48,1.2718,web,0
transferencia,96.89,0,3,domestic,60,1,73.47,1.3188,web,0
transferencia,142.58,18,1,LATAM,34,0,128.23,1.1119,sucursal,0
compra_pos,10.8,9,2,domestic,89,1,18.47,0.5845,app_movil,0
pago_online,67.46,13,3,domestic,15,3,69.06,0.9768,sucursal,0
pago_online,84.05,15,3,domestic,123,1,66.05,1.2725,web,0
transferencia,72.03,12,6,domestic,100,2,86.86,0.8292,app_movil,0
compra_pos,212.19,22,3,domestic,30,3,268.33,0.7908,app_movil,0
transferencia_internacional,455.74,20,6,EU,38,1,381.8,1.1937,web,0
compra_pos,101.21,9,4,domestic,43,0,88.66,1.1416,sucursal,0
transferencia,69.21,14,5,domestic,65,2,84.88,0.8154,sucursal,0
pago_online,45.74,20,1,EU,28,3,35.9,1.274,sucursal,0
pago_online,191.79,9,3,domestic,108,3,165.59,1.1582,web,0
transferencia,450.89,14,1,domestic,55,0,529.8,0.8511,app_movil,0
pago_online,88.77,12,2,US,29,3,110.68,0.8021,web,0
transferencia,37.6,14,3,domestic,110,0,34.82,1.08,web,0
transferencia,86.0,20,1,domestic,59,1,79.04,1.0881,app_movil,0
transferencia,98.7,14,0,EU,79,1,64.86,1.5217,app_movil,0
pago_online,62.47,12,4,US,74,1,79.19,0.7888,app_movil,0
retiro_cajero,172.62,12,0,domestic,20,0,194.34,0.8883,web,0
transferencia,364.39,11,4,domestic,33,1,399.45,0.9122,web,0
transferencia,84.27,18,0,domestic,111,0,134.37,0.6271,sucursal,0
transferencia,16.73,12,6,Africa,34,1,12.61,1.327,web,0
retiro_cajero,134.1,10,6,domestic,155,1,122.66,1.0932,app_movil,0
retiro_cajero,94.56,18,5,domestic,104,0,106.45,0.8883,app_movil,0
pago_online,18.69,13,1,domestic,16,3,25.9,0.7218,app_movil,0
transferencia,84.96,10,1,domestic,44,3,92.49,0.9186,web,0
transferencia,166.27,15,3,LATAM,93,0,192.58,0.8634,app_movil,0
transferencia,22.74,10,1,domestic,58,1,22.39,1.0157,web,0
pago_online,242.46,8,2,domestic,32,1,311.03,0.7795,web,0
transferencia_internacional,63.08,15,1,domestic,39,1,51.33,1.2289,web,0
pago_online,486.45,8,5,domestic,25,3,425.13,1.1442,cajero,0
compra_pos,30.03,20,4,domestic,110,1,34.13,0.8799,web,0
compra_pos,91.2,14,0,Asia,67,3,67.45,1.3521,web,0
compra_pos,14.66,12,0,US,69,0,29.1,0.5039,app_movil,0
retiro_cajero,81.63,19,2,EU,49,2,73.89,1.1047,web,0
transferencia,62.84,10,0,EU,58,1,57.46,1.0937,sucursal,0
transferencia,124.42,12,1,US,46,0,85.44,1.4562,sucursal,0
retiro_cajero,132.89,9,0,US,24,2,155.95,0.8521,sucursal,0
compra_pos,85.07,10,3,domestic,152,0,78.29,1.0867,web,0
compra_pos,152.55,16,1,domestic,93,3,96.26,1.5847,cajero,0
pago_online,177.39,15,2,domestic,28,3,137.96,1.2858,web,0
retiro_cajero,16.8,13,2,domestic,51,1,16.57,1.0141,app_movil,0
transferencia,26.92,20,4,domestic,111,3,32.61,0.8254,web,0
compra_pos,47.03,4,1,US,44,2,45.46,1.0346,app_movil,0
retiro_cajero,201.87,16,1,domestic,30,4,254.48,0.7933,web,0
transferencia_internacional,424.54,3,0,LATAM,3,3,185.66,2.2867,web,1
transferencia_internacional,17.53,18,2,Asia,21,0,26.09,0.6718,sucursal,0
retiro_cajero,79.12,12,4,domestic,73,1,56.6,1.3979,web,0
pago_online,252.36,23,2,domestic,65,1,208.75,1.2089,cajero,0
compra_pos,43.78,14,1,domestic,67,0,57.83,0.757,cajero,0
retiro_cajero,188.16,16,4,Asia,49,2,174.14,1.0805,web,0
compra_pos,166.97,7,3,domestic,76,1,278.84,0.5988,app_movil,0
retiro_cajero,60.09,19,6,domestic,83,2,48.47,1.2398,cajero,0
transferencia_internacional,153.03,19,6,domestic,19,3,159.63,0.9586,cajero,0
pago_online,40.24,23,4,domestic,75,2,63.32,0.6355,app_movil,0
pago_online,24.94,10,6,domestic,65,2,36.04,0.692,cajero,0
transferencia,122.56,11,2,domestic,44,1,137.9,0.8888,app_movil,0
pago_online,23.44,10,0,domestic,78,1,22.43,1.0449,app_movil,0
pago_online,126.8,22,1,domestic,29,3,90.94,1.3943,web,0
transferencia,50.31,11,6,domestic,52,2,81.74,0.6155,app_movil,0
transferencia,75.94,22,3,domestic,49,3,106.56,0.7127,app_movil,0
transferencia,61.42,23,1,domestic,130,2,58.85,1.0436,web,0
retiro_cajero,40.14,18,4,domestic,37,1,43.5,0.9227,app_movil,0
compra_pos,72.8,19,4,domestic,45,2,55.31,1.3162,app_movil,0
transferencia,220.05,14,4,domestic,40,6,217.11,1.0135,app_movil,0
transferencia,40.13,10,2,domestic,38,0,73.57,0.5455,cajero,0
pago_online,91.68,14,0,domestic,43,1,84.7,1.0825,sucursal,0
transferencia,93.76,17,4,domestic,47,5,97.45,0.9621,web,0
transferencia,186.57,10,5,domestic,21,3,250.49,0.7448,web,0
transferencia,33.59,18,2,Asia,28,0,81.02,0.4146,web,0
transferencia,69.01,16,6,domestic,42,3,95.01,0.7263,app_movil,0
pago_online,105.17,18,3,domestic,56,2,216.49,0.4858,web,0
retiro_cajero,130.52,11,3,domestic,4,2,88.22,1.4795,app_movil,0
pago_online,81.69,10,0,LATAM,47,4,54.31,1.5041,app_movil,0
transferencia,220.91,9,1,domestic,60,1,213.75,1.0335,app_movil,0
compra_pos,38.45,2,6,domestic,43,1,35.19,1.0926,web,0
pago_online,26.88,11,0,domestic,86,2,30.78,0.8732,cajero,0
transferencia,76.17,16,1,EU,38,3,119.17,0.6392,web,0
pago_online,33.13,19,2,domestic,77,2,35.91,0.9227,app_movil,0
transferencia_internacional,339.29,1,6,Africa,112,4,272.55,1.2449,web,0
retiro_cajero,57.2,20,3,domestic,18,0,125.75,0.4549,web,0
pago_online,80.12,8,2,domestic,93,1,67.38,1.189,app_movil,0
compra_pos,57.04,14,2,domestic,22,0,59.75,0.9547,cajero,0
retiro_cajero,22.42,12,1,domestic,63,1,34.3,0.6536,web,0
compra_pos,187.18,11,3,domestic,38,2,214.95,0.8708,web,0
compra_pos,60.33,2,4,domestic,52,1,67.34,0.8959,sucursal,0
pago_online,65.82,9,5,domestic,35,0,48.77,1.3497,app_movil,0
transferencia,22.46,10,2,domestic,122,2,32.96,0.6814,web,0
transferencia,18.65,9,3,domestic,37,2,20.45,0.912,cajero,0
transferencia,96.7,11,0,LATAM,53,0,217.63,0.4443,app_movil,0
transferencia,112.15,17,5,EU,20,0,92.38,1.214,web,0
retiro_cajero,26.31,20,3,domestic,79,2,27.11,0.9705,web,0
retiro_cajero,181.23,8,6,domestic,127,1,170.4,1.0636,cajero,0
pago_online,35.4,6,5,domestic,26,3,55.51,0.6378,sucursal,0
retiro_cajero,99.16,22,0,domestic,72,3,103.84,0.9549,web,0
pago_online,135.49,17,3,LATAM,131,2,127.17,1.0654,app_movil,0
compra_pos,48.88,18,5,domestic,66,0,52.73,0.927,sucursal,0
transferencia,56.51,1,0,domestic,29,1,80.36,0.7032,web,0
retiro_cajero,61.1,12,6,domestic,24,1,68.2,0.8959,sucursal,0
transferencia,132.81,21,2,domestic,5,3,67.87,1.9568,web,0
compra_pos,416.5,14,0,EU,30,1,287.29,1.4498,app_movil,0
retiro_cajero,265.86,18,3,domestic,111,2,282.75,0.9403,app_movil,0
transferencia,155.71,12,5,Asia,72,2,107.98,1.442,web,0
pago_online,10.8,17,0,domestic,75,1,14.19,0.7613,web,0
transferencia_internacional,119.0,14,3,domestic,25,2,114.41,1.0401,web,0
transferencia,244.32,20,1,domestic,19,0,172.2,1.4188,app_movil,0
transferencia,68.67,19,2,Africa,38,2,81.77,0.8398,app_movil,0
transferencia,239.67,22,3,domestic,30,0,232.93,1.0289,sucursal,0
retiro_cajero,173.71,19,2,Africa,43,0,109.05,1.5929,cajero,0
transferencia,85.83,21,2,domestic,15,1,107.01,0.8021,cajero,0
pago_online,352.74,7,1,domestic,43,0,324.21,1.088,web,0
pago_online,46.19,21,5,EU,63,1,54.26,0.8512,cajero,0
transferencia,84.14,19,1,domestic,41,4,101.03,0.8328,web,0
transferencia,130.26,20,4,LATAM,106,0,111.68,1.1663,app_movil,0
retiro_cajero,195.66,17,2,domestic,67,0,154.77,1.2642,sucursal,0
retiro_cajero,51.86,11,2,domestic,78,1,49.37,1.0504,sucursal,0
transferencia,28.44,13,5,EU,55,0,31.53,0.9021,app_movil,0
compra_pos,36.99,21,1,domestic,38,1,60.89,0.6075,web,0
compra_pos,67.81,9,6,US,56,1,72.45,0.9359,cajero,0
compra_pos,214.57,7,2,domestic,23,2,200.6,1.0696,cajero,0
transferencia_internacional,134.02,9,1,domestic,25,1,106.57,1.2575,web,0
transferencia,2.14,20,0,domestic,41,1,21.4,0.1,app_movil,0
transferencia,51.06,16,2,Asia,43,2,40.87,1.2494,app_movil,0
compra_pos,113.91,23,6,domestic,46,1,99.94,1.1398,web,0
transferencia_internacional,33.84,17,1,domestic,110,2,35.38,0.9564,web,0
pago_online,61.03,16,4,domestic,63,1,113.38,0.5382,app_movil,0
pago_online,102.15,9,1,domestic,48,1,100.33,1.0182,cajero,0
retiro_cajero,30.24,20,3,domestic,50,2,22.85,1.3234,web,0
transferencia,510.26,17,4,EU,75,2,464.66,1.0981,app_movil,0
compra_pos,134.64,19,5,domestic,14,1,99.69,1.3506,sucursal,0
pago_online,62.68,1,1,US,23,0,49.76,1.2596,sucursal,0
pago_online,344.12,16,1,domestic,47,1,324.9,1.0592,web,0
pago_online,45.16,18,2,EU,158,3,64.76,0.6973,app_movil,0
transferencia,199.35,15,5,domestic,48,1,141.36,1.4103,web,0
pago_online,254.05,23,0,domestic,30,0,235.22,1.08,sucursal,0
pago_online,52.86,6,3,domestic,71,1,92.07,0.5742,app_movil,0
compra_pos,59.18,4,0,domestic,68,2,72.5,0.8162,web,0
compra_pos,92.51,13,2,domestic,86,1,88.19,1.049,web,0
compra_pos,101.29,19,0,domestic,35,2,113.22,0.8946,app_movil,0
retiro_cajero,215.59,17,2,domestic,134,2,183.91,1.1723,app_movil,0
