loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
6350, 36 months,26.84,258.7,G,G1,10+ years,RENT,57037,Source Verified,small_business,7.89,1,8,1,15899,70.7,25,Charged Off
6850, 36 months,16.35,242.01,D,D4,10+ years,OTHER,66821,Source Verified,debt_consolidation,17.18,0,9,0,18200,37.6,25,Fully Paid
17300, 60 months,13.86,401.29,C,C1,< 1 year,OWN,73968,Verified,debt_consolidation,8.81,2,10,2,6873,63.1,20,Current
8825, 36 months,10.14,285.34,B,B2,9 years,OWN,90167,Verified,credit_card,14.4,0,12,0,3744,48.7,25,Fully Paid
5100, 36 months,12.34,170.22,C,C5,10+ years,OWN,60470,Verified,debt_consolidation,17.55,0,10,0,3280,54.9,30,Charged Off
7750, 36 months,13.99,264.84,C,C5,5 years,OWN,90020,Verified,debt_consolidation,27.98,4,10,0,1582,78.6,26,Fully Paid
3675, 36 months,9.28,117.34,B,B2,6 years,MORTGAGE,226681,Not Verified,other,12.92,5,11,0,4332,20.3,23,Current
10050, 60 months,6.31,195.75,A,A4,5 years,OWN,38778,Verified,credit_card,38.92,0,6,0,8251,55.7,23,Fully Paid
11075, 36 months,20.65,415.26,E,E4,4 years,MORTGAGE,109403,Verified,car,8.9,0,11,2,4313,16.3,32,Fully Paid
21150, 36 months,9.05,673.06,B,B3,7 years,MORTGAGE,39796,Not Verified,moving,11.87,0,19,0,6224,62.4,37,Fully Paid
22600, 36 months,9.64,725.42,B,B1,2 years,MORTGAGE,33993,Source Verified,other,17.66,2,22,0,1499,43.6,36,Fully Paid
7925, 36 months,9.95,255.53,B,B4,6 years,OTHER,141681,Not Verified,car,6.49,1,16,1,16140,11.4,33,Fully Paid
40000, 36 months,10.73,1304.44,B,B2,10+ years,RENT,34875,Not Verified,debt_consolidation,10.26,0,9,0,11779,30.4,19,Fully Paid
4650, 60 months,17.62,117.12,D,D4,< 1 year,MORTGAGE,58972,Not Verified,debt_consolidation,19.82,2,11,1,1461,50.3,25,Fully Paid
3700, 36 months,16.9,131.73,D,D5,2 years,RENT,37044,Not Verified,debt_consolidation,23.88,0,7,2,13281,38.3,24,Fully Paid
4125, 36 months,12.59,138.17,D,D1,10+ years,RENT,255478,Verified,debt_consolidation,11.13,0,9,1,18678,6.3,24,Charged Off
4350, 36 months,6.87,134.06,A,A3,1 year,RENT,58865,Source Verified,home_improvement,13.31,0,16,0,8068,30.2,21,Fully Paid
16825, 60 months,10.1,358.31,B,B1,3 years,RENT,30933,Source Verified,small_business,20.12,0,16,0,9293,27.9,33,Fully Paid
32125, 36 months,13.9,1096.4,C,C5,6 years,OTHER,35566,Source Verified,debt_consolidation,8.23,5,13,0,4275,71.2,27,Fully Paid
33050, 60 months,5.07,624.75,A,A5,10+ years,RENT,213840,Verified,debt_consolidation,15.29,0,9,2,20182,21.2,32,Fully Paid
2625, 36 months,6.32,80.24,B,B5,2 years,MORTGAGE,52652,Verified,debt_consolidation,14.97,0,7,0,5722,32.2,20,Fully Paid
18025, 36 months,17.71,649.03,D,D5,10+ years,RENT,57010,Not Verified,debt_consolidation,33.31,0,9,4,4173,75.3,24,Charged Off
28800, 36 months,5.0,863.16,A,A2,10+ years,OWN,145895,Verified,debt_consolidation,20.37,1,6,1,2646,39.1,20,Fully Paid
19900, 36 months,14.83,688.18,C,C3,10+ years,MORTGAGE,128554,Verified,debt_consolidation,16.57,0,12,0,7701,52.7,18,Fully Paid
6350, 36 months,8.63,200.84,B,B5,10+ years,RENT,35348,Source Verified,debt_consolidation,22.36,0,5,1,5721,21.9,17,Fully Paid
11125, 36 months,5.0,333.43,A,A5,< 1 year,RENT,37149,Not Verified,small_business,17.96,0,5,0,2507,24.9,21,Fully Paid
5075, 36 months,10.02,163.8,B,B4,1 year,MORTGAGE,42969,Not Verified,debt_consolidation,11.33,0,14,0,13553,8.2,25,Fully Paid
16700, 36 months,24.92,663.28,F,F3,4 years,MORTGAGE,49203,Source Verified,debt_consolidation,21.92,0,11,0,30720,47.0,29,Charged Off
3550, 36 months,17.33,127.15,D,D1,< 1 year,RENT,98654,Not Verified,house,23.18,0,13,3,16964,64.0,30,Charged Off
15975, 36 months,24.75,633.05,F,F3,10+ years,OTHER,56831,Verified,home_improvement,14.47,0,12,0,14828,51.1,24,Fully Paid
6000, 60 months,11.94,133.28,C,C3,9 years,MORTGAGE,49824,Source Verified,major_purchase,17.81,0,10,0,3912,25.1,25,Charged Off
12750, 36 months,5.0,382.13,A,A3,7 years,RENT,60054,Verified,car,35.91,0,10,1,5488,62.9,23,Fully Paid
8275, 60 months,12.42,185.83,C,C5,10+ years,OTHER,42650,Source Verified,debt_consolidation,17.87,0,6,0,3451,25.6,20,Fully Paid
7675, 36 months,7.78,239.73,B,B5,10+ years,RENT,152286,Not Verified,debt_consolidation,15.15,0,9,0,14436,21.7,16,Fully Paid
19200, 36 months,20.65,719.92,E,E2,10+ years,MORTGAGE,39416,Verified,debt_consolidation,11.0,0,9,0,4234,22.1,23,Fully Paid
28800, 60 months,7.81,581.34,A,A1,10+ years,MORTGAGE,60843,Not Verified,home_improvement,11.48,2,11,0,26399,34.0,26,Fully Paid
5400, 36 months,13.26,182.62,C,C4,5 years,RENT,86723,Not Verified,debt_consolidation,17.09,0,16,0,4382,30.5,27,Charged Off
11275, 36 months,6.5,345.57,A,A3,< 1 year,RENT,89762,Not Verified,debt_consolidation,12.8,0,12,1,12443,41.2,23,Fully Paid
4625, 36 months,9.03,147.14,B,B1,1 year,RENT,47406,Verified,small_business,20.89,0,7,2,67877,68.2,22,Fully Paid
7150, 36 months,17.97,258.38,D,D1,< 1 year,MORTGAGE,115598,Verified,debt_consolidation,13.89,1,11,1,64988,60.7,29,Fully Paid
5950, 60 months,10.25,127.15,C,C2,< 1 year,OWN,216613,Verified,debt_consolidation,50.0,1,15,0,4510,49.2,34,Fully Paid
4075, 60 months,7.69,82.02,B,B4,10+ years,MORTGAGE,176539,Verified,credit_card,18.04,0,11,0,38021,52.0,26,Fully Paid
20750, 36 months,12.24,691.58,B,B3,10+ years,MORTGAGE,13521,Not Verified,debt_consolidation,8.74,1,10,0,7754,41.5,27,Fully Paid
10625, 36 months,7.62,331.09,B,B4,10+ years,MORTGAGE,56956,Source Verified,debt_consolidation,17.74,0,10,0,6754,42.1,23,Fully Paid
6750, 60 months,17.3,168.85,D,D2,10+ years,RENT,40250,Not Verified,debt_consolidation,14.18,0,8,0,9941,33.8,14,Fully Paid
9500, 36 months,21.11,358.45,E,E5,7 years,MORTGAGE,83589,Source Verified,moving,21.91,0,15,0,8780,37.1,28,Charged Off
22850, 36 months,21.11,862.17,F,F1,3 years,MORTGAGE,112563,Verified,credit_card,16.48,0,16,2,1676,6.7,28,Current
20300, 36 months,13.9,692.82,D,D3,10+ years,RENT,30045,Not Verified,credit_card,19.41,0,10,0,5533,32.1,29,Fully Paid
14625, 36 months,11.4,481.58,B,B5,3 years,RENT,100786,Not Verified,debt_consolidation,48.67,1,12,0,3925,29.7,30,Fully Paid
6175, 60 months,15.04,147.03,D,D2,10+ years,OTHER,58930,Verified,debt_consolidation,15.11,0,8,0,7626,28.4,20,Charged Off
10750, 36 months,8.08,337.26,B,B4,3 years,RENT,51152,Not Verified,debt_consolidation,22.08,4,18,0,3521,80.3,28,Fully Paid
4600, 36 months,8.72,145.68,B,B1,10+ years,OWN,82222,Verified,debt_consolidation,25.61,0,11,3,6229,36.3,29,Fully Paid
9300, 36 months,18.54,338.74,E,E3,10+ years,RENT,54877,Not Verified,small_business,18.63,1,17,0,8084,74.0,28,Fully Paid
19625, 60 months,7.29,391.29,A,A5,10+ years,MORTGAGE,118152,Verified,debt_consolidation,8.63,1,8,0,8256,53.2,18,Fully Paid
22325, 36 months,18.23,809.68,E,E5,1 year,RENT,47273,Source Verified,medical,22.45,1,11,0,11660,63.4,26,Charged Off
6300, 60 months,10.05,134.01,C,C1,5 years,OWN,133256,Not Verified,car,7.42,0,5,0,18564,18.5,21,Fully Paid
17725, 60 months,14.73,419.17,C,C4,8 years,MORTGAGE,59117,Not Verified,home_improvement,32.56,0,14,0,1687,24.4,33,Fully Paid
15350, 36 months,11.3,504.72,C,C2,3 years,RENT,14379,Verified,car,9.76,0,13,1,4532,36.4,24,Charged Off
8350, 36 months,18.87,305.53,E,E4,10+ years,RENT,36981,Not Verified,car,36.05,0,14,0,5882,5.0,24,Fully Paid
16675, 36 months,14.24,571.86,C,C4,10+ years,RENT,56234,Verified,major_purchase,17.01,0,6,1,15817,56.4,25,Fully Paid
23350, 36 months,13.11,787.99,C,C4,7 years,OWN,74738,Not Verified,credit_card,23.33,1,10,0,4981,40.3,26,Fully Paid
17950, 60 months,8.17,365.42,A,A1,4 years,MORTGAGE,56432,Not Verified,vacation,20.18,0,12,0,4795,25.5,31,Fully Paid
4725, 36 months,14.27,162.11,C,C1,10+ years,MORTGAGE,39406,Source Verified,small_business,24.26,0,8,0,1828,32.0,21,Fully Paid
8125, 36 months,5.82,246.52,A,A2,2 years,RENT,174305,Not Verified,debt_consolidation,7.47,0,6,0,23663,62.7,24,Fully Paid
13075, 36 months,18.03,472.89,D,D4,< 1 year,MORTGAGE,139035,Source Verified,debt_consolidation,12.72,1,12,0,9351,48.7,32,Fully Paid
5625, 60 months,13.25,128.71,C,C1,< 1 year,OTHER,29018,Verified,credit_card,19.35,0,8,0,4127,60.5,27,Fully Paid
29450, 36 months,15.6,1029.57,D,D2,< 1 year,MORTGAGE,36120,Verified,credit_card,16.79,0,10,0,34081,13.4,23,Fully Paid
12325, 36 months,6.94,380.22,A,A2,7 years,RENT,72510,Not Verified,debt_consolidation,14.0,5,10,1,19829,54.4,22,Fully Paid
7200, 36 months,5.0,215.79,A,A4,3 years,MORTGAGE,54644,Not Verified,credit_card,17.76,1,17,0,21329,21.3,29,Fully Paid
6875, 36 months,17.75,247.69,D,D3,10+ years,MORTGAGE,12000,Source Verified,debt_consolidation,15.06,0,5,0,1854,23.2,19,Fully Paid
6075, 36 months,7.56,189.14,A,A4,10+ years,MORTGAGE,38895,Verified,home_improvement,39.78,1,14,0,12289,73.0,20,Fully Paid
16200, 36 months,6.68,497.84,A,A3,8 years,RENT,92951,Verified,credit_card,28.14,7,11,0,3108,41.8,25,Fully Paid
17625, 36 months,5.0,528.24,A,A2,4 years,RENT,64041,Verified,major_purchase,29.78,0,10,0,8297,12.2,29,Fully Paid
6200, 36 months,25.73,248.91,F,F1,10+ years,OWN,34246,Verified,other,33.88,0,10,0,1999,79.2,28,Charged Off
27675, 60 months,17.16,690.18,D,D5,10+ years,RENT,42810,Source Verified,debt_consolidation,20.01,1,8,0,7690,27.3,24,Fully Paid
7525, 36 months,9.47,240.94,B,B2,3 years,RENT,52367,Verified,debt_consolidation,11.32,0,8,0,7015,69.9,19,Fully Paid
5650, 36 months,9.23,180.27,B,B1,7 years,MORTGAGE,278294,Verified,other,14.71,3,12,0,15846,14.1,22,Fully Paid
13800, 36 months,8.69,436.85,B,B2,2 years,MORTGAGE,61189,Not Verified,debt_consolidation,18.93,0,8,0,5243,35.6,17,Fully Paid
4250, 36 months,15.98,149.38,D,D4,4 years,OWN,38797,Verified,credit_card,17.48,0,9,0,6857,54.9,23,Fully Paid
3800, 36 months,14.15,130.15,C,C3,10+ years,RENT,176637,Not Verified,house,9.68,0,7,0,4388,84.3,21,Charged Off
5075, 60 months,8.72,104.66,B,B2,2 years,MORTGAGE,84779,Verified,debt_consolidation,18.97,0,11,0,7668,39.9,30,Fully Paid
5700, 36 months,6.09,173.64,A,A1,10+ years,RENT,36930,Source Verified,debt_consolidation,10.51,0,13,0,7117,30.2,29,Fully Paid
16700, 36 months,6.31,510.4,A,A4,3 years,RENT,60572,Not Verified,credit_card,35.76,4,11,0,28532,33.8,30,Fully Paid
3975, 36 months,12.85,133.65,C,C5,10+ years,RENT,53372,Verified,other,22.46,0,11,0,4642,64.1,22,Fully Paid
12800, 36 months,15.57,447.3,D,D4,4 years,MORTGAGE,83213,Not Verified,debt_consolidation,15.24,0,12,0,26898,11.6,31,Charged Off
17825, 36 months,9.24,568.82,B,B3,4 years,MORTGAGE,28156,Source Verified,debt_consolidation,16.87,0,15,0,4909,50.6,37,Charged Off
27200, 60 months,7.01,538.72,A,A4,9 years,MORTGAGE,29291,Verified,debt_consolidation,32.79,1,7,0,33445,43.0,14,Fully Paid
7000, 36 months,5.14,210.24,A,A5,9 years,RENT,51312,Not Verified,home_improvement,9.04,0,12,0,27189,18.9,26,Fully Paid
7400, 36 months,23.75,289.35,F,F1,9 years,MORTGAGE,35308,Not Verified,major_purchase,13.57,0,10,0,21438,7.0,24,Fully Paid
40000, 60 months,12.4,897.88,B,B2,9 years,RENT,110230,Not Verified,wedding,20.36,0,9,0,4499,16.8,27,Fully Paid
25500, 36 months,16.41,901.67,D,D3,4 years,RENT,32303,Verified,major_purchase,7.22,0,19,0,9279,42.4,27,Fully Paid
8150, 36 months,11.6,269.14,C,C5,6 years,MORTGAGE,253843,Source Verified,credit_card,15.55,3,12,0,28538,56.2,20,Fully Paid
22075, 36 months,7.93,691.04,B,B3,9 years,RENT,54662,Not Verified,debt_consolidation,13.77,1,8,1,4425,44.6,18,Fully Paid
11750, 36 months,7.6,366.04,B,B4,10+ years,MORTGAGE,64790,Verified,moving,44.15,0,9,0,10093,26.8,27,Fully Paid
10000, 36 months,8.94,317.72,A,A3,3 years,MORTGAGE,73910,Source Verified,credit_card,15.58,1,10,0,14490,27.5,35,Fully Paid
40000, 60 months,14.51,941.34,C,C5,10+ years,RENT,57311,Not Verified,other,10.89,0,12,0,5437,35.4,24,Fully Paid
21000, 60 months,14.57,494.86,D,D2,10+ years,OWN,121517,Not Verified,credit_card,11.54,0,10,0,3488,42.5,26,Fully Paid
37075, 60 months,13.32,849.66,C,C2,10+ years,MORTGAGE,65339,Not Verified,debt_consolidation,5.6,0,10,3,3046,5.5,28,Fully Paid
4700, 36 months,14.84,162.56,C,C3,1 year,RENT,43789,Not Verified,credit_card,32.28,0,14,0,39770,82.3,35,Fully Paid
34825, 60 months,6.44,680.41,A,A1,6 years,MORTGAGE,26396,Not Verified,small_business,17.17,0,8,0,29177,31.1,19,Fully Paid
8850, 36 months,23.26,343.78,F,F3,6 years,MORTGAGE,75719,Source Verified,debt_consolidation,15.34,4,9,0,22235,77.4,21,Fully Paid
8775, 36 months,19.86,325.48,D,D4,4 years,MORTGAGE,103635,Verified,home_improvement,23.96,0,15,0,30268,34.0,35,Fully Paid
13000, 36 months,6.64,399.27,B,B2,7 years,MORTGAGE,27989,Not Verified,debt_consolidation,20.48,2,13,0,13885,80.6,27,Fully Paid
14150, 36 months,27.95,584.91,F,F2,6 years,OWN,47634,Verified,moving,16.55,5,16,0,5484,60.0,30,Fully Paid
20700, 60 months,13.09,471.94,C,C2,< 1 year,OTHER,106874,Verified,house,11.02,1,11,0,6204,53.7,27,Fully Paid
18350, 36 months,14.94,635.57,C,C1,3 years,MORTGAGE,35924,Not Verified,debt_consolidation,13.24,0,12,0,3124,51.7,32,Fully Paid
6250, 60 months,14.7,147.7,D,D1,2 years,MORTGAGE,35729,Not Verified,credit_card,17.28,1,9,0,17919,93.0,19,Fully Paid
4925, 36 months,15.41,171.72,D,D5,4 years,RENT,54669,Not Verified,debt_consolidation,21.49,0,10,0,3926,39.2,25,Fully Paid
8650, 36 months,11.38,284.75,C,C3,2 years,OWN,131820,Source Verified,debt_consolidation,9.65,0,10,0,7799,84.5,29,Fully Paid
9800, 36 months,6.35,299.69,A,A3,< 1 year,RENT,103896,Not Verified,home_improvement,15.89,0,8,2,9733,89.3,28,Fully Paid
10525, 36 months,9.96,339.41,B,B4,2 years,MORTGAGE,131879,Not Verified,home_improvement,27.58,0,8,0,8644,32.1,25,Fully Paid
25750, 60 months,21.6,705.34,E,E2,10+ years,RENT,32985,Not Verified,debt_consolidation,10.02,0,10,0,19492,42.4,26,Charged Off
11250, 36 months,6.93,347.01,B,B1,10+ years,RENT,40306,Source Verified,debt_consolidation,22.15,0,14,0,35383,24.1,32,Fully Paid
40000, 60 months,9.74,844.77,B,B4,6 years,RENT,53795,Source Verified,credit_card,9.78,2,9,1,8300,40.9,21,Fully Paid
27225, 36 months,10.84,889.25,B,B4,10+ years,RENT,49816,Verified,moving,13.29,0,11,0,18418,65.4,23,Charged Off
8000, 36 months,11.12,262.36,B,B1,3 years,RENT,37568,Not Verified,debt_consolidation,7.45,0,10,2,9190,52.0,26,Fully Paid
2850, 36 months,12.34,95.12,C,C3,9 years,RENT,79897,Not Verified,credit_card,18.55,0,14,0,8701,30.4,30,Charged Off
40000, 60 months,23.36,1135.91,F,F2,1 year,MORTGAGE,22518,Not Verified,debt_consolidation,12.09,0,10,0,11895,15.2,28,Fully Paid
8100, 36 months,9.36,258.94,B,B3,10+ years,MORTGAGE,65497,Source Verified,debt_consolidation,7.4,1,9,1,70672,43.7,20,Current
18950, 36 months,6.78,583.22,A,A4,1 year,MORTGAGE,162286,Not Verified,debt_consolidation,17.38,0,12,0,34678,37.0,27,Fully Paid
6200, 36 months,11.45,204.3,B,B2,< 1 year,MORTGAGE,62761,Not Verified,debt_consolidation,25.13,2,11,0,12507,44.9,26,Fully Paid
30300, 36 months,18.18,1098.16,E,E5,3 years,OWN,36339,Not Verified,debt_consolidation,19.37,1,7,0,7010,82.4,19,Fully Paid
17900, 36 months,11.82,593.0,C,C4,10+ years,MORTGAGE,27770,Not Verified,debt_consolidation,18.99,0,13,0,5553,3.2,24,Fully Paid
4600, 36 months,7.5,143.09,B,B3,1 year,RENT,74345,Not Verified,debt_consolidation,22.51,0,11,0,6719,61.2,26,Current
2500, 36 months,17.14,89.31,D,D3,4 years,RENT,169706,Verified,debt_consolidation,12.33,0,18,0,17554,59.6,33,Charged Off
11275, 36 months,21.65,428.56,E,E3,4 years,RENT,68054,Not Verified,debt_consolidation,17.18,0,13,0,8249,24.0,29,Fully Paid
14000, 36 months,17.87,505.22,E,E1,10+ years,OWN,48965,Source Verified,debt_consolidation,39.63,0,9,0,6668,91.8,23,Fully Paid
16875, 36 months,20.13,628.25,E,E4,6 years,RENT,37881,Source Verified,credit_card,17.44,1,6,0,10117,60.9,19,Charged Off
5725, 36 months,11.04,187.54,B,B2,10+ years,MORTGAGE,24675,Not Verified,other,11.77,0,8,3,7482,50.4,19,Fully Paid
6300, 36 months,17.68,226.75,D,D3,5 years,RENT,70508,Verified,small_business,18.91,0,17,0,6612,13.9,27,Fully Paid
2625, 36 months,14.16,89.92,C,C3,8 years,RENT,22904,Verified,debt_consolidation,14.12,0,9,0,30173,24.3,20,Fully Paid
6700, 36 months,18.22,242.96,E,E1,< 1 year,MORTGAGE,103683,Not Verified,moving,16.2,0,12,0,5021,41.1,27,Fully Paid
3150, 36 months,17.65,113.33,D,D2,5 years,RENT,87225,Not Verified,debt_consolidation,22.15,3,11,0,2367,35.2,23,Fully Paid
6000, 36 months,16.22,211.59,D,D4,10+ years,MORTGAGE,52594,Not Verified,debt_consolidation,13.26,1,9,3,9768,50.2,23,Fully Paid
12450, 36 months,14.61,429.21,C,C5,10+ years,OWN,88316,Not Verified,moving,5.25,0,8,0,4219,42.7,21,Fully Paid
12325, 36 months,7.17,381.52,A,A1,10+ years,RENT,66411,Not Verified,credit_card,15.34,1,12,0,6697,58.8,22,Fully Paid
6150, 36 months,11.78,203.62,C,C4,10+ years,MORTGAGE,87843,Not Verified,debt_consolidation,20.03,0,12,0,23786,16.8,29,Fully Paid
11950, 60 months,27.42,367.9,G,G5,6 years,RENT,102414,Verified,medical,33.09,0,10,1,16733,35.6,26,Fully Paid
27850, 36 months,25.23,1110.7,F,F3,10+ years,OWN,51378,Source Verified,major_purchase,25.24,0,6,1,7843,42.8,17,Fully Paid
8125, 36 months,5.74,246.22,A,A3,10+ years,MORTGAGE,27506,Source Verified,small_business,14.39,0,12,0,4287,49.9,19,Fully Paid
4025, 36 months,6.69,123.71,A,A2,3 years,RENT,232072,Verified,debt_consolidation,19.92,0,10,0,5977,82.8,19,Fully Paid
17150, 36 months,5.0,514.0,A,A5,< 1 year,OWN,52682,Not Verified,car,14.9,0,7,1,200000,19.2,18,Fully Paid
21250, 36 months,17.32,761.01,D,D3,5 years,RENT,46314,Source Verified,home_improvement,23.43,0,11,0,49262,15.7,16,Fully Paid
6075, 60 months,16.42,149.09,D,D3,1 year,RENT,78150,Not Verified,other,15.43,0,13,0,6748,63.1,31,Charged Off
6100, 36 months,10.87,199.33,B,B2,3 years,MORTGAGE,53317,Not Verified,debt_consolidation,22.24,0,16,0,11969,79.3,24,Fully Paid
2450, 60 months,13.78,56.73,C,C4,10+ years,MORTGAGE,28147,Source Verified,debt_consolidation,32.05,0,11,0,647,43.7,26,Fully Paid
7150, 36 months,19.39,263.5,E,E3,10+ years,MORTGAGE,29286,Source Verified,debt_consolidation,45.55,0,3,1,5737,15.6,19,Fully Paid
5175, 60 months,15.23,123.74,D,D1,9 years,MORTGAGE,35094,Not Verified,credit_card,9.06,0,5,0,18101,26.9,18,Current
3400, 36 months,11.39,111.94,C,C1,5 years,MORTGAGE,74191,Not Verified,home_improvement,8.02,0,14,1,6062,51.9,23,Charged Off
7650, 36 months,12.24,254.97,C,C4,3 years,OWN,39447,Source Verified,credit_card,11.31,1,14,0,9098,45.8,23,Fully Paid
9850, 36 months,14.33,338.23,C,C5,9 years,MORTGAGE,104957,Not Verified,other,16.08,0,15,0,8591,24.1,24,Fully Paid
8675, 36 months,6.87,267.34,B,B2,8 years,MORTGAGE,54557,Source Verified,other,13.32,2,9,0,20102,47.5,23,Fully Paid
7875, 60 months,11.45,172.99,C,C1,10+ years,RENT,57113,Verified,home_improvement,27.1,0,8,0,1454,24.4,24,Charged Off
28750, 36 months,17.79,1036.36,D,D1,10+ years,MORTGAGE,62068,Not Verified,debt_consolidation,11.98,0,12,1,3774,72.1,26,Fully Paid
12250, 36 months,21.99,467.77,E,E4,4 years,MORTGAGE,32091,Verified,debt_consolidation,10.53,0,14,1,12506,31.9,34,Fully Paid
15600, 36 months,11.53,514.65,C,C5,2 years,OTHER,128685,Not Verified,major_purchase,28.07,0,10,0,3700,25.0,30,Fully Paid
35150, 36 months,14.93,1217.28,D,D5,5 years,RENT,72124,Not Verified,car,20.44,1,15,1,27512,34.7,29,Fully Paid
19725, 60 months,8.61,405.74,A,A4,6 years,MORTGAGE,53967,Not Verified,credit_card,18.52,4,11,0,6445,33.8,28,Fully Paid
8150, 36 months,12.81,273.86,C,C1,< 1 year,OWN,43585,Source Verified,renewable_energy,10.53,1,12,0,1364,88.9,28,Charged Off
2700, 36 months,5.16,81.12,A,A2,10+ years,MORTGAGE,43083,Not Verified,debt_consolidation,25.25,0,11,1,5210,45.6,25,Fully Paid
7625, 36 months,11.07,249.89,B,B1,10+ years,MORTGAGE,29901,Source Verified,debt_consolidation,15.0,0,16,0,31992,8.7,30,Fully Paid
27400, 36 months,17.26,980.43,D,D5,10+ years,OWN,26930,Verified,debt_consolidation,17.36,0,10,0,1688,44.2,25,Charged Off
19650, 60 months,28.1,613.0,G,G1,10+ years,MORTGAGE,26934,Verified,credit_card,18.85,0,12,0,10627,38.7,28,Fully Paid
7650, 60 months,5.24,145.21,A,A2,10+ years,MORTGAGE,113297,Verified,debt_consolidation,28.63,0,13,0,12045,64.4,23,Fully Paid
9350, 36 months,10.06,301.96,B,B3,10+ years,RENT,37800,Not Verified,debt_consolidation,19.64,0,14,0,6880,37.7,30,Charged Off
10800, 36 months,18.37,392.45,D,D1,10+ years,MORTGAGE,31389,Verified,credit_card,12.5,0,16,2,5684,17.1,30,Charged Off
6425, 60 months,10.46,137.97,B,B4,2 years,RENT,129672,Source Verified,debt_consolidation,16.4,0,10,0,7450,33.4,27,Fully Paid
6700, 36 months,14.38,230.23,C,C3,2 years,RENT,62094,Not Verified,debt_consolidation,21.58,1,13,0,6781,25.1,25,Fully Paid
6275, 36 months,18.6,228.75,D,D4,< 1 year,MORTGAGE,29606,Not Verified,vacation,32.44,0,19,0,17189,20.4,37,Fully Paid
13950, 36 months,13.64,474.34,C,C4,5 years,RENT,84326,Not Verified,major_purchase,13.98,0,8,0,8714,29.3,22,Fully Paid
4725, 36 months,8.65,149.49,B,B4,10+ years,OWN,143187,Not Verified,small_business,13.5,0,11,0,33157,13.3,31,Current
27150, 36 months,10.82,886.54,B,B1,7 years,MORTGAGE,89931,Verified,debt_consolidation,22.31,0,7,0,9582,22.9,19,Fully Paid
9850, 60 months,14.84,233.5,D,D5,5 years,MORTGAGE,65050,Source Verified,debt_consolidation,11.55,4,21,1,9418,24.9,34,Fully Paid
4550, 36 months,12.67,152.59,C,C3,1 year,RENT,79279,Verified,moving,12.77,0,11,1,19280,27.4,27,Fully Paid
20275, 36 months,7.38,629.56,A,A2,< 1 year,RENT,122625,Not Verified,house,16.61,1,18,0,1895,14.9,33,Fully Paid
28275, 36 months,11.67,934.68,D,D5,5 years,RENT,168853,Not Verified,vacation,19.59,0,8,0,7002,21.6,25,Charged Off
40000, 36 months,6.88,1232.89,A,A1,1 year,RENT,33839,Verified,home_improvement,24.72,0,7,0,5721,32.3,23,Fully Paid
25825, 36 months,16.95,920.09,D,D4,1 year,OWN,60683,Not Verified,debt_consolidation,17.56,1,13,0,3748,67.0,29,Fully Paid
5350, 36 months,7.8,167.16,B,B2,5 years,MORTGAGE,86055,Verified,home_improvement,17.03,0,14,2,6359,67.4,30,Fully Paid
11450, 36 months,24.49,452.17,F,F3,7 years,OWN,66382,Not Verified,credit_card,20.68,0,11,0,56068,81.6,25,Fully Paid
40000, 60 months,9.78,845.56,B,B5,2 years,MORTGAGE,82274,Not Verified,medical,8.91,1,11,2,3388,46.7,27,Fully Paid
5725, 36 months,9.55,183.52,B,B5,10+ years,MORTGAGE,225295,Source Verified,debt_consolidation,16.97,4,11,0,5268,25.4,24,Fully Paid
